UNITID,GRTYPE,CHRTSTAT,SECTION,COHORT,LINE,XGRTOTLT,GRTOTLT,XGRTOTLM,GRTOTLM,XGRTOTLW,GRTOTLW,XGRAIANT,GRAIANT,XGRAIANM,GRAIANM,XGRAIANW,GRAIANW,XGRASIAT,GRASIAT,XGRASIAM,GRASIAM,XGRASIAW,GRASIAW,XGRBKAAT,GRBKAAT,XGRBKAAM,GRBKAAM,XGRBKAAW,GRBKAAW,XGRHISPT,GRHISPT,XGRHISPM,GRHISPM,XGRHISPW,GRHISPW,XGRNHPIT,GRNHPIT,XGRNHPIM,GRNHPIM,XGRNHPIW,GRNHPIW,XGRWHITT,GRWHITT,XGRWHITM,GRWHITM,XGRWHITW,GRWHITW,XGR2MORT,GR2MORT,XGR2MORM,GR2MORM,XGR2MORW,GR2MORW,XGRUNKNT,GRUNKNT,XGRUNKNM,GRUNKNM,XGRUNKNW,GRUNKNW,XGRNRALT,GRNRALT,XGRNRALM,GRNRALM,XGRNRALW,GRNRALW ,YEAR,GRNRALW
225371,29,12,4,4,50 ,R,493,R,226.0,R,267.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,39.0,R,17.0,R,22.0,R,134.0,R,60.0,R,74.0,R,2.0,R,1.0,R,1.0,R,285.0,R,137.0,R,148.0,R,22.0,R,6.0,R,16.0,R,6.0,R,0.0,R,6.0,R,4.0,R,4.0,R,0.0,2020,
225371,30,13,4,4,29A,R,130,R,55.0,R,75.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,11.0,R,4.0,R,7.0,R,40.0,R,14.0,R,26.0,R,0.0,R,0.0,R,0.0,R,70.0,R,32.0,R,38.0,R,6.0,R,3.0,R,3.0,R,1.0,R,0.0,R,1.0,R,1.0,R,1.0,R,0.0,2020,
225371,31,14,4,4,11A,R,23,R,12.0,R,11.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,12.0,R,5.0,R,7.0,R,0.0,R,0.0,R,0.0,R,11.0,R,7.0,R,4.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2020,
225371,32,15,4,4,12A,R,107,R,43.0,R,64.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,11.0,R,4.0,R,7.0,R,28.0,R,9.0,R,19.0,R,0.0,R,0.0,R,0.0,R,59.0,R,25.0,R,34.0,R,6.0,R,3.0,R,3.0,R,1.0,R,0.0,R,1.0,R,1.0,R,1.0,R,0.0,2020,
225371,33,20,4,4,30 ,R,118,R,48.0,R,70.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,13.0,R,4.0,R,9.0,R,36.0,R,14.0,R,22.0,R,0.0,R,0.0,R,0.0,R,56.0,R,29.0,R,27.0,R,9.0,R,0.0,R,9.0,R,3.0,R,0.0,R,3.0,R,1.0,R,1.0,R,0.0,2020,
225371,35,22,4,4,57 ,R,83,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2020,
225371,36,23,4,4,55 ,R,12,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2020,
225371,37,24,4,4,56 ,R,71,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2020,
225371,47,31,4,4,22 ,R,33,R,11.0,R,22.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,2.0,R,0.0,R,2.0,R,5.0,R,4.0,R,1.0,R,0.0,R,0.0,R,0.0,R,25.0,R,7.0,R,18.0,R,0.0,R,0.0,R,0.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,2020,
225371,48,32,4,4,23 ,R,212,R,112.0,R,100.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,13.0,R,9.0,R,4.0,R,53.0,R,28.0,R,25.0,R,2.0,R,1.0,R,1.0,R,134.0,R,69.0,R,65.0,R,7.0,R,3.0,R,4.0,R,1.0,R,0.0,R,1.0,R,2.0,R,2.0,R,0.0,2020,
225414,2,12,1,1,999,R,202,R,66.0,R,136.0,R,0.0,R,0.0,R,0.0,R,14.0,R,5.0,R,9.0,R,12.0,R,3.0,R,9.0,R,69.0,R,21.0,R,48.0,R,0.0,R,0.0,R,0.0,R,96.0,R,32.0,R,64.0,R,8.0,R,4.0,R,4.0,R,2.0,R,0.0,R,2.0,R,1.0,R,1.0,R,0.0,2020,
225414,3,13,1,1,999,R,105,R,28.0,R,77.0,R,0.0,R,0.0,R,0.0,R,8.0,R,1.0,R,7.0,R,3.0,R,0.0,R,3.0,R,35.0,R,9.0,R,26.0,R,0.0,R,0.0,R,0.0,R,53.0,R,14.0,R,39.0,R,4.0,R,3.0,R,1.0,R,1.0,R,0.0,R,1.0,R,1.0,R,1.0,R,0.0,2020,
225414,6,10,2,2,10 ,R,202,R,66.0,R,136.0,R,0.0,R,0.0,R,0.0,R,14.0,R,5.0,R,9.0,R,12.0,R,3.0,R,9.0,R,69.0,R,21.0,R,48.0,R,0.0,R,0.0,R,0.0,R,96.0,R,32.0,R,64.0,R,8.0,R,4.0,R,4.0,R,2.0,R,0.0,R,2.0,R,1.0,R,1.0,R,0.0,2020,
225414,8,12,2,2,50 ,R,202,R,66.0,R,136.0,R,0.0,R,0.0,R,0.0,R,14.0,R,5.0,R,9.0,R,12.0,R,3.0,R,9.0,R,69.0,R,21.0,R,48.0,R,0.0,R,0.0,R,0.0,R,96.0,R,32.0,R,64.0,R,8.0,R,4.0,R,4.0,R,2.0,R,0.0,R,2.0,R,1.0,R,1.0,R,0.0,2020,
225414,9,13,2,2,29A,R,105,R,28.0,R,77.0,R,0.0,R,0.0,R,0.0,R,8.0,R,1.0,R,7.0,R,3.0,R,0.0,R,3.0,R,35.0,R,9.0,R,26.0,R,0.0,R,0.0,R,0.0,R,53.0,R,14.0,R,39.0,R,4.0,R,3.0,R,1.0,R,1.0,R,0.0,R,1.0,R,1.0,R,1.0,R,0.0,2020,
225414,12,16,2,2,18A,R,105,R,28.0,R,77.0,R,0.0,R,0.0,R,0.0,R,8.0,R,1.0,R,7.0,R,3.0,R,0.0,R,3.0,R,35.0,R,9.0,R,26.0,R,0.0,R,0.0,R,0.0,R,53.0,R,14.0,R,39.0,R,4.0,R,3.0,R,1.0,R,1.0,R,0.0,R,1.0,R,1.0,R,1.0,R,0.0,2020,
225414,13,17,2,2,19 ,R,62,R,13.0,R,49.0,R,0.0,R,0.0,R,0.0,R,6.0,R,1.0,R,5.0,R,1.0,R,0.0,R,1.0,R,17.0,R,3.0,R,14.0,R,0.0,R,0.0,R,0.0,R,34.0,R,6.0,R,28.0,R,2.0,R,2.0,R,0.0,R,1.0,R,0.0,R,1.0,R,1.0,R,1.0,R,0.0,2020,
225414,14,18,2,2,20 ,R,33,R,10.0,R,23.0,R,0.0,R,0.0,R,0.0,R,2.0,R,0.0,R,2.0,R,1.0,R,0.0,R,1.0,R,14.0,R,4.0,R,10.0,R,0.0,R,0.0,R,0.0,R,14.0,R,5.0,R,9.0,R,2.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2020,
225414,15,19,2,2,21 ,R,10,R,5.0,R,5.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1.0,R,0.0,R,1.0,R,4.0,R,2.0,R,2.0,R,0.0,R,0.0,R,0.0,R,5.0,R,3.0,R,2.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2020,
225414,41,31,1,1,999,R,13,R,3.0,R,10.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1.0,R,0.0,R,1.0,R,3.0,R,1.0,R,2.0,R,0.0,R,0.0,R,0.0,R,8.0,R,2.0,R,6.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2020,
225414,42,32,1,1,999,R,84,R,35.0,R,49.0,R,0.0,R,0.0,R,0.0,R,6.0,R,4.0,R,2.0,R,8.0,R,3.0,R,5.0,R,31.0,R,11.0,R,20.0,R,0.0,R,0.0,R,0.0,R,35.0,R,16.0,R,19.0,R,3.0,R,1.0,R,2.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,2020,
225414,43,31,2,2,22 ,R,13,R,3.0,R,10.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1.0,R,0.0,R,1.0,R,3.0,R,1.0,R,2.0,R,0.0,R,0.0,R,0.0,R,8.0,R,2.0,R,6.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2020,
225414,44,32,2,2,23 ,R,84,R,35.0,R,49.0,R,0.0,R,0.0,R,0.0,R,6.0,R,4.0,R,2.0,R,8.0,R,3.0,R,5.0,R,31.0,R,11.0,R,20.0,R,0.0,R,0.0,R,0.0,R,35.0,R,16.0,R,19.0,R,3.0,R,1.0,R,2.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,2020,
225423,27,10,4,4,10 ,R,3847,R,1846.0,R,2001.0,R,5.0,R,1.0,R,4.0,R,384.0,R,203.0,R,181.0,R,789.0,R,334.0,R,455.0,R,1360.0,R,648.0,R,712.0,R,2.0,R,1.0,R,1.0,R,422.0,R,217.0,R,205.0,R,72.0,R,35.0,R,37.0,R,111.0,R,62.0,R,49.0,R,702.0,R,345.0,R,357.0,2020,
225423,29,12,4,4,50 ,R,3847,R,1846.0,R,2001.0,R,5.0,R,1.0,R,4.0,R,384.0,R,203.0,R,181.0,R,789.0,R,334.0,R,455.0,R,1360.0,R,648.0,R,712.0,R,2.0,R,1.0,R,1.0,R,422.0,R,217.0,R,205.0,R,72.0,R,35.0,R,37.0,R,111.0,R,62.0,R,49.0,R,702.0,R,345.0,R,357.0,2020,
225423,30,13,4,4,29A,R,653,R,266.0,R,387.0,R,2.0,R,0.0,R,2.0,R,70.0,R,27.0,R,43.0,R,97.0,R,35.0,R,62.0,R,240.0,R,101.0,R,139.0,R,0.0,R,0.0,R,0.0,R,50.0,R,21.0,R,29.0,R,13.0,R,5.0,R,8.0,R,15.0,R,6.0,R,9.0,R,166.0,R,71.0,R,95.0,2020,
225423,31,14,4,4,11A,R,120,R,77.0,R,43.0,R,0.0,R,0.0,R,0.0,R,3.0,R,3.0,R,0.0,R,23.0,R,13.0,R,10.0,R,56.0,R,41.0,R,15.0,R,0.0,R,0.0,R,0.0,R,5.0,R,3.0,R,2.0,R,5.0,R,1.0,R,4.0,R,4.0,R,4.0,R,0.0,R,24.0,R,12.0,R,12.0,2020,
225423,32,15,4,4,12A,R,533,R,189.0,R,344.0,R,2.0,R,0.0,R,2.0,R,67.0,R,24.0,R,43.0,R,74.0,R,22.0,R,52.0,R,184.0,R,60.0,R,124.0,R,0.0,R,0.0,R,0.0,R,45.0,R,18.0,R,27.0,R,8.0,R,4.0,R,4.0,R,11.0,R,2.0,R,9.0,R,142.0,R,59.0,R,83.0,2020,
225423,33,20,4,4,30 ,R,728,R,357.0,R,371.0,R,1.0,R,0.0,R,1.0,R,122.0,R,64.0,R,58.0,R,160.0,R,67.0,R,93.0,R,230.0,R,101.0,R,129.0,R,0.0,R,0.0,R,0.0,R,144.0,R,85.0,R,59.0,R,16.0,R,9.0,R,7.0,R,25.0,R,16.0,R,9.0,R,30.0,R,15.0,R,15.0,2020,
225423,35,22,4,4,57 ,R,293,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2020,
225423,36,23,4,4,55 ,R,100,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2020,
225423,37,24,4,4,56 ,R,193,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2020,
225423,47,31,4,4,22 ,R,505,R,216.0,R,289.0,R,0.0,R,0.0,R,0.0,R,71.0,R,43.0,R,28.0,R,110.0,R,40.0,R,70.0,R,172.0,R,66.0,R,106.0,R,0.0,R,0.0,R,0.0,R,60.0,R,30.0,R,30.0,R,10.0,R,4.0,R,6.0,R,11.0,R,5.0,R,6.0,R,71.0,R,28.0,R,43.0,2020,
225423,48,32,4,4,23 ,R,1961,R,1007.0,R,954.0,R,2.0,R,1.0,R,1.0,R,121.0,R,69.0,R,52.0,R,422.0,R,192.0,R,230.0,R,718.0,R,380.0,R,338.0,R,2.0,R,1.0,R,1.0,R,168.0,R,81.0,R,87.0,R,33.0,R,17.0,R,16.0,R,60.0,R,35.0,R,25.0,R,435.0,R,231.0,R,204.0,2020,
225432,2,12,1,1,999,R,913,R,406.0,R,507.0,R,1.0,R,0.0,R,1.0,R,112.0,R,47.0,R,65.0,R,89.0,R,34.0,R,55.0,R,563.0,R,254.0,R,309.0,R,1.0,R,1.0,R,0.0,R,52.0,R,29.0,R,23.0,R,13.0,R,3.0,R,10.0,R,10.0,R,5.0,R,5.0,R,72.0,R,33.0,R,39.0,2020,
225432,3,13,1,1,999,R,273,R,94.0,R,179.0,R,1.0,R,0.0,R,1.0,R,27.0,R,9.0,R,18.0,R,22.0,R,6.0,R,16.0,R,172.0,R,63.0,R,109.0,R,0.0,R,0.0,R,0.0,R,13.0,R,6.0,R,7.0,R,4.0,R,0.0,R,4.0,R,3.0,R,0.0,R,3.0,R,31.0,R,10.0,R,21.0,2020,
225432,4,20,1,1,999,R,369,R,166.0,R,203.0,R,0.0,R,0.0,R,0.0,R,66.0,R,28.0,R,38.0,R,42.0,R,16.0,R,26.0,R,214.0,R,100.0,R,114.0,R,1.0,R,1.0,R,0.0,R,26.0,R,13.0,R,13.0,R,5.0,R,1.0,R,4.0,R,4.0,R,3.0,R,1.0,R,11.0,R,4.0,R,7.0,2020,
225432,6,10,2,2,10 ,R,914,R,407.0,R,507.0,R,1.0,R,0.0,R,1.0,R,112.0,R,47.0,R,65.0,R,89.0,R,34.0,R,55.0,R,564.0,R,255.0,R,309.0,R,1.0,R,1.0,R,0.0,R,52.0,R,29.0,R,23.0,R,13.0,R,3.0,R,10.0,R,10.0,R,5.0,R,5.0,R,72.0,R,33.0,R,39.0,2020,
225432,7,11,2,2,45 ,R,1,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2020,
225432,8,12,2,2,50 ,R,913,R,406.0,R,507.0,R,1.0,R,0.0,R,1.0,R,112.0,R,47.0,R,65.0,R,89.0,R,34.0,R,55.0,R,563.0,R,254.0,R,309.0,R,1.0,R,1.0,R,0.0,R,52.0,R,29.0,R,23.0,R,13.0,R,3.0,R,10.0,R,10.0,R,5.0,R,5.0,R,72.0,R,33.0,R,39.0,2020,
225432,9,13,2,2,29A,R,273,R,94.0,R,179.0,R,1.0,R,0.0,R,1.0,R,27.0,R,9.0,R,18.0,R,22.0,R,6.0,R,16.0,R,172.0,R,63.0,R,109.0,R,0.0,R,0.0,R,0.0,R,13.0,R,6.0,R,7.0,R,4.0,R,0.0,R,4.0,R,3.0,R,0.0,R,3.0,R,31.0,R,10.0,R,21.0,2020,
225432,12,16,2,2,18A,R,273,R,94.0,R,179.0,R,1.0,R,0.0,R,1.0,R,27.0,R,9.0,R,18.0,R,22.0,R,6.0,R,16.0,R,172.0,R,63.0,R,109.0,R,0.0,R,0.0,R,0.0,R,13.0,R,6.0,R,7.0,R,4.0,R,0.0,R,4.0,R,3.0,R,0.0,R,3.0,R,31.0,R,10.0,R,21.0,2020,
225432,13,17,2,2,19 ,R,82,R,26.0,R,56.0,R,1.0,R,0.0,R,1.0,R,7.0,R,3.0,R,4.0,R,6.0,R,2.0,R,4.0,R,50.0,R,17.0,R,33.0,R,0.0,R,0.0,R,0.0,R,4.0,R,1.0,R,3.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,R,13.0,R,3.0,R,10.0,2020,
225432,14,18,2,2,20 ,R,120,R,43.0,R,77.0,R,0.0,R,0.0,R,0.0,R,15.0,R,5.0,R,10.0,R,11.0,R,4.0,R,7.0,R,74.0,R,25.0,R,49.0,R,0.0,R,0.0,R,0.0,R,8.0,R,5.0,R,3.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,12.0,R,4.0,R,8.0,2020,
225432,15,19,2,2,21 ,R,71,R,25.0,R,46.0,R,0.0,R,0.0,R,0.0,R,5.0,R,1.0,R,4.0,R,5.0,R,0.0,R,5.0,R,48.0,R,21.0,R,27.0,R,0.0,R,0.0,R,0.0,R,1.0,R,0.0,R,1.0,R,3.0,R,0.0,R,3.0,R,3.0,R,0.0,R,3.0,R,6.0,R,3.0,R,3.0,2020,
225432,16,20,2,2,30 ,R,369,R,166.0,R,203.0,R,0.0,R,0.0,R,0.0,R,66.0,R,28.0,R,38.0,R,42.0,R,16.0,R,26.0,R,214.0,R,100.0,R,114.0,R,1.0,R,1.0,R,0.0,R,26.0,R,13.0,R,13.0,R,5.0,R,1.0,R,4.0,R,4.0,R,3.0,R,1.0,R,11.0,R,4.0,R,7.0,2020,
225432,40,11,1,1,999,R,1,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2020,
225432,41,31,1,1,999,R,69,R,34.0,R,35.0,R,0.0,R,0.0,R,0.0,R,9.0,R,4.0,R,5.0,R,5.0,R,3.0,R,2.0,R,47.0,R,23.0,R,24.0,R,0.0,R,0.0,R,0.0,R,1.0,R,1.0,R,0.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,6.0,R,2.0,R,4.0,2020,
225432,42,32,1,1,999,R,202,R,112.0,R,90.0,R,0.0,R,0.0,R,0.0,R,10.0,R,6.0,R,4.0,R,20.0,R,9.0,R,11.0,R,130.0,R,68.0,R,62.0,R,0.0,R,0.0,R,0.0,R,12.0,R,9.0,R,3.0,R,3.0,R,1.0,R,2.0,R,3.0,R,2.0,R,1.0,R,24.0,R,17.0,R,7.0,2020,
225432,43,31,2,2,22 ,R,69,R,34.0,R,35.0,R,0.0,R,0.0,R,0.0,R,9.0,R,4.0,R,5.0,R,5.0,R,3.0,R,2.0,R,47.0,R,23.0,R,24.0,R,0.0,R,0.0,R,0.0,R,1.0,R,1.0,R,0.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,6.0,R,2.0,R,4.0,2020,
225432,44,32,2,2,23 ,R,202,R,112.0,R,90.0,R,0.0,R,0.0,R,0.0,R,10.0,R,6.0,R,4.0,R,20.0,R,9.0,R,11.0,R,130.0,R,68.0,R,62.0,R,0.0,R,0.0,R,0.0,R,12.0,R,9.0,R,3.0,R,3.0,R,1.0,R,2.0,R,3.0,R,2.0,R,1.0,R,24.0,R,17.0,R,7.0,2020,
225502,2,12,1,1,999,R,331,R,134.0,R,197.0,R,0.0,R,0.0,R,0.0,R,8.0,R,3.0,R,5.0,R,77.0,R,24.0,R,53.0,R,184.0,R,78.0,R,106.0,R,0.0,R,0.0,R,0.0,R,47.0,R,23.0,R,24.0,R,7.0,R,2.0,R,5.0,R,1.0,R,0.0,R,1.0,R,7.0,R,4.0,R,3.0,2020,
225502,3,13,1,1,999,R,63,R,19.0,R,44.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,11.0,R,5.0,R,6.0,R,35.0,R,8.0,R,27.0,R,0.0,R,0.0,R,0.0,R,11.0,R,3.0,R,8.0,R,1.0,R,0.0,R,1.0,R,1.0,R,0.0,R,1.0,R,4.0,R,3.0,R,1.0,2020,
225502,4,20,1,1,999,R,173,R,66.0,R,107.0,R,0.0,R,0.0,R,0.0,R,4.0,R,1.0,R,3.0,R,45.0,R,10.0,R,35.0,R,96.0,R,41.0,R,55.0,R,0.0,R,0.0,R,0.0,R,24.0,R,13.0,R,11.0,R,4.0,R,1.0,R,3.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2020,
225502,6,10,2,2,10 ,R,333,R,134.0,R,199.0,R,0.0,R,0.0,R,0.0,R,8.0,R,3.0,R,5.0,R,78.0,R,24.0,R,54.0,R,185.0,R,78.0,R,107.0,R,0.0,R,0.0,R,0.0,R,47.0,R,23.0,R,24.0,R,7.0,R,2.0,R,5.0,R,1.0,R,0.0,R,1.0,R,7.0,R,4.0,R,3.0,2020,
225502,7,11,2,2,45 ,R,2,R,0.0,R,2.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1.0,R,0.0,R,1.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2020,
225502,8,12,2,2,50 ,R,331,R,134.0,R,197.0,R,0.0,R,0.0,R,0.0,R,8.0,R,3.0,R,5.0,R,77.0,R,24.0,R,53.0,R,184.0,R,78.0,R,106.0,R,0.0,R,0.0,R,0.0,R,47.0,R,23.0,R,24.0,R,7.0,R,2.0,R,5.0,R,1.0,R,0.0,R,1.0,R,7.0,R,4.0,R,3.0,2020,
225502,9,13,2,2,29A,R,63,R,19.0,R,44.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,11.0,R,5.0,R,6.0,R,35.0,R,8.0,R,27.0,R,0.0,R,0.0,R,0.0,R,11.0,R,3.0,R,8.0,R,1.0,R,0.0,R,1.0,R,1.0,R,0.0,R,1.0,R,4.0,R,3.0,R,1.0,2020,
225502,12,16,2,2,18A,R,63,R,19.0,R,44.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,11.0,R,5.0,R,6.0,R,35.0,R,8.0,R,27.0,R,0.0,R,0.0,R,0.0,R,11.0,R,3.0,R,8.0,R,1.0,R,0.0,R,1.0,R,1.0,R,0.0,R,1.0,R,4.0,R,3.0,R,1.0,2020,
225502,13,17,2,2,19 ,R,46,R,12.0,R,34.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,5.0,R,1.0,R,4.0,R,27.0,R,5.0,R,22.0,R,0.0,R,0.0,R,0.0,R,10.0,R,3.0,R,7.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,4.0,R,3.0,R,1.0,2020,
225502,14,18,2,2,20 ,R,15,R,7.0,R,8.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,6.0,R,4.0,R,2.0,R,6.0,R,3.0,R,3.0,R,0.0,R,0.0,R,0.0,R,1.0,R,0.0,R,1.0,R,1.0,R,0.0,R,1.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,2020,
225502,15,19,2,2,21 ,R,2,R,0.0,R,2.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,2.0,R,0.0,R,2.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2020,
225502,16,20,2,2,30 ,R,173,R,66.0,R,107.0,R,0.0,R,0.0,R,0.0,R,4.0,R,1.0,R,3.0,R,45.0,R,10.0,R,35.0,R,96.0,R,41.0,R,55.0,R,0.0,R,0.0,R,0.0,R,24.0,R,13.0,R,11.0,R,4.0,R,1.0,R,3.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2020,
225502,40,11,1,1,999,R,2,R,0.0,R,2.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1.0,R,0.0,R,1.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2020,
225502,41,31,1,1,999,R,4,R,2.0,R,2.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,2.0,R,1.0,R,1.0,R,2.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2020,
225502,42,32,1,1,999,R,91,R,47.0,R,44.0,R,0.0,R,0.0,R,0.0,R,4.0,R,2.0,R,2.0,R,19.0,R,8.0,R,11.0,R,51.0,R,28.0,R,23.0,R,0.0,R,0.0,R,0.0,R,12.0,R,7.0,R,5.0,R,2.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,3.0,R,1.0,R,2.0,2020,
225502,43,31,2,2,22 ,R,4,R,2.0,R,2.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,2.0,R,1.0,R,1.0,R,2.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2020,
225502,44,32,2,2,23 ,R,91,R,47.0,R,44.0,R,0.0,R,0.0,R,0.0,R,4.0,R,2.0,R,2.0,R,19.0,R,8.0,R,11.0,R,51.0,R,28.0,R,23.0,R,0.0,R,0.0,R,0.0,R,12.0,R,7.0,R,5.0,R,2.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,3.0,R,1.0,R,2.0,2020,
225511,2,12,1,1,999,R,3908,R,2045.0,R,1863.0,R,3.0,R,2.0,R,1.0,R,1077.0,R,551.0,R,526.0,R,409.0,R,173.0,R,236.0,R,1142.0,R,581.0,R,561.0,R,8.0,R,8.0,R,0.0,R,907.0,R,530.0,R,377.0,R,151.0,R,77.0,R,74.0,R,34.0,R,17.0,R,17.0,R,177.0,R,106.0,R,71.0,2020,
225511,3,13,1,1,999,R,2429,R,1179.0,R,1250.0,R,2.0,R,1.0,R,1.0,R,750.0,R,362.0,R,388.0,R,232.0,R,87.0,R,145.0,R,669.0,R,311.0,R,358.0,R,5.0,R,5.0,R,0.0,R,545.0,R,298.0,R,247.0,R,79.0,R,33.0,R,46.0,R,25.0,R,13.0,R,12.0,R,122.0,R,69.0,R,53.0,2020,
225511,4,20,1,1,999,R,341,R,183.0,R,158.0,R,0.0,R,0.0,R,0.0,R,91.0,R,53.0,R,38.0,R,42.0,R,17.0,R,25.0,R,108.0,R,59.0,R,49.0,R,1.0,R,1.0,R,0.0,R,76.0,R,42.0,R,34.0,R,14.0,R,8.0,R,6.0,R,6.0,R,2.0,R,4.0,R,3.0,R,1.0,R,2.0,2020,
